lat, lon
1792142.336,12035357.6
1792142.336,12035357.6
1792142.336,12035357.6
1792142.336,12035359.454
1792142.336,12035359.454
1792142.336,12035359.454
1792142.336,12035359.454
1792142.336,12035359.454
1792142.336,12035359.454
1792144.19,12035359.454
1792144.19,12035359.454
1792144.19,12035361.308
1792144.19,12035361.308
1792144.19,12035361.308
1792144.19,12035361.308
1792144.19,12035361.308
1792144.19,12035361.308
1792146.044,12035361.308
1792146.044,12035361.308
1792146.044,12035361.308
1792146.044,12035363.162
1792146.044,12035363.162
1792146.044,12035363.162
1792146.044,12035363.162
1792146.044,12035363.162
1792147.898,12035363.162
1792147.898,12035363.162
1792147.898,12035363.162
1792147.898,12035365.016
1792147.898,12035365.016
1792147.898,12035365.016
1792147.898,12035365.016
1792147.898,12035365.016
1792147.898,12035365.016
1792149.752,12035365.016
1792149.752,12035365.016
1792149.752,12035366.87
1792149.752,12035366.87
1792149.752,12035366.87
1792149.752,12035366.87
1792149.752,12035366.87
1792149.752,12035366.87
1792151.606,12035366.87
1792151.606,12035366.87
1792151.606,12035366.87
1792151.606,12035368.724
1792151.606,12035368.724
1792151.606,12035368.724
1792151.606,12035368.724
1792151.606,12035368.724
1792153.46,12035368.724
1792153.46,12035368.724
1792153.46,12035368.724
1792153.46,12035370.578
1792153.46,12035370.578
1792153.46,12035370.578
1792153.46,12035370.578
1792153.46,12035370.578
1792153.46,12035370.578
1792155.314,12035370.578
1792155.314,12035370.578
1792155.314,12035372.432
1792155.314,12035372.432
1792155.314,12035372.432
1792155.314,12035372.432
1792155.314,12035372.432
1792155.314,12035372.432
1792157.168,12035372.432
1792157.168,12035372.432
1792157.168,12035372.432
1792157.168,12035374.286
1792157.168,12035374.286
1792157.168,12035374.286
1792157.168,12035374.286
1792157.168,12035374.286
1792159.022,12035374.286
1792159.022,12035374.286
1792159.022,12035374.286
1792159.022,12035376.14
1792159.022,12035376.14
1792159.022,12035376.14
1792159.022,12035376.14
1792159.022,12035376.14
1792159.022,12035376.14
1792160.876,12035376.14
1792160.876,12035376.14
1792160.876,12035377.994
1792160.876,12035377.994
1792160.876,12035377.994
1792160.876,12035377.994
1792160.876,12035377.994
1792160.876,12035377.994
1792162.73,12035377.994
1792162.73,12035377.994
1792162.73,12035377.994
1792162.73,12035379.848
1792162.73,12035379.848
1792162.73,12035379.848
1792162.73,12035379.848
1792162.73,12035379.848
1792164.584,12035379.848
1792164.584,12035379.848
1792164.584,12035379.848
1792164.584,12035381.702
1792164.584,12035381.702
1792164.584,12035381.702
1792164.584,12035381.702
1792164.584,12035381.702
1792164.584,12035381.702
1792166.438,12035381.702
1792166.438,12035381.702
1792166.438,12035383.556
1792166.438,12035383.556
1792166.438,12035383.556
1792166.438,12035383.556
1792166.438,12035383.556
1792166.438,12035383.556
1792168.292,12035383.556
1792168.292,12035383.556
1792168.292,12035383.556
1792168.292,12035385.41
1792168.292,12035385.41
1792168.292,12035385.41
1792168.292,12035385.41
1792168.292,12035385.41
1792170.146,12035385.41
1792170.146,12035385.41
1792170.146,12035385.41
1792170.146,12035387.264
1792170.146,12035387.264
1792170.146,12035387.264
1792170.146,12035387.264
1792170.146,12035387.264
1792170.146,12035387.264
1790318.0,12035387.264
1790318.0,12035387.264
1790318.0,12035389.118
1790318.0,12035389.118
1792171.0,12035389.118
1792171.0,12035389.118
1792171.0,12035389.118
1792171.0,12035389.118
1792172.854,12035389.118
1792172.854,12035389.118
1792172.854,12035389.118
1792172.854,12035390.972
1792172.854,12035390.972
1792172.854,12035390.972
1792172.854,12035390.972
1792172.854,12035390.972
1792174.708,12035390.972
1792174.708,12035390.972
1792174.708,12035390.972
1792174.708,12035392.826
1792174.708,12035392.826
1792174.708,12035392.826
1792174.708,12035392.826
1792174.708,12035392.826
1792174.708,12035392.826
1792176.562,12035392.826
1792176.562,12035392.826
1792176.562,12035394.68
1792176.562,12035394.68
1792176.562,12035394.68
1792176.562,12035394.68
1792176.562,12035394.68
1792176.562,12035394.68
1792178.416,12035394.68
1792178.416,12035394.68
1792178.416,12035394.68
1792178.416,12035396.534
1792178.416,12035396.534
1792178.416,12035396.534
1792178.416,12035396.534
1792178.416,12035396.534
1792180.27,12035396.534
1792180.27,12035396.534
1792180.27,12035396.534
1792180.27,12035398.388
1792180.27,12035398.388
1792180.27,12035398.388
1792180.27,12035398.388
1792180.27,12035398.388
1792180.27,12035398.388
1792182.124,12035398.388
1792182.124,12035398.388
1792182.124,12035400.242
1792182.124,12035400.242
1792182.124,12035400.242
1792182.124,12035400.242
1792182.124,12035400.242
1792182.124,12035400.242
1792183.978,12035400.242
1792183.978,12035400.242
1792183.978,12035400.242
1792183.978,12035402.096
1792183.978,12035402.096
1792183.978,12035402.096
1792183.978,12035402.096
1792183.978,12035402.096
1792185.832,12035402.096
1792185.832,12035402.096
1792185.832,12035402.096
1792185.832,12035403.95
1792185.832,12035403.95
1792185.832,12035403.95
1792185.832,12035403.95
1792185.832,12035403.95
1792185.832,12035403.95
1792187.686,12035403.95
1792187.686,12035403.95
1792187.686,12035405.804
1792187.686,12035405.804
1792187.686,12035405.804
1792187.686,12035405.804
1792187.686,12035405.804
1792187.686,12035405.804
1792189.54,12035405.804
1792189.54,12035405.804
1792189.54,12035405.804
1792189.54,12035407.658
1792189.54,12035407.658
1792189.54,12035407.658
1792189.54,12035407.658
1792189.54,12035407.658
1792191.394,12035407.658
1792191.394,12035407.658
1792191.394,12035407.658
1792191.394,12035409.512
1792191.394,12035409.512
1792191.394,12035409.512
1792191.394,12035409.512
1792191.394,12035409.512
1792191.394,12035409.512
1792193.248,12035409.512
1792193.248,12035409.512
1792193.248,12035411.366
1792193.248,12035411.366
1792193.248,12035411.366
1792193.248,12035411.366
1792193.248,12035411.366
1792193.248,12035411.366
1792195.102,12035411.366
1792195.102,12035411.366
1792195.102,12035411.366
1792195.102,12035413.22
1792195.102,12035413.22
1792195.102,12035413.22
1792195.102,12035413.22
1792195.102,12035413.22
1792196.956,12035413.22
1792196.956,12035413.22
1792196.956,12035413.22
1792196.956,12035415.074
1792196.956,12035415.074
1792196.956,12035415.074
1792196.956,12035415.074
1792196.956,12035415.074
1792196.956,12035415.074
1792198.81,12035415.074
1792198.81,12035415.074
1792198.81,12035416.928
1792198.81,12035416.928
1792198.81,12035416.928
1792198.81,12035416.928
1792198.81,12035416.928
1792198.81,12035416.928
1792200.664,12035416.928
1792200.664,12035416.928
1792200.664,12035416.928
1792200.664,12035418.782
1792200.664,12035418.782
1792200.664,12035418.782
1792200.664,12035418.782
1792200.664,12035418.782
1792202.518,12035418.782
1792202.518,12035418.782
1792202.518,12035418.782
1792202.518,12035420.636
1792202.518,12035420.636
1792202.518,12035420.636
1792202.518,12035420.636
1792202.518,12035420.636
1792202.518,12035420.636
1792204.372,12035420.636
1792204.372,12035420.636
1792204.372,12035422.49
1792204.372,12035422.49
1792204.372,12035422.49
1792204.372,12035422.49
1792204.372,12035422.49
1792204.372,12035422.49
1792206.226,12035422.49
1792206.226,12035422.49
1792206.226,12035422.49
1792206.226,12035424.344
1792206.226,12035424.344
1792206.226,12035424.344
1792206.226,12035424.344
1792206.226,12035424.344
1792208.08,12035424.344
1792208.08,12035424.344
1792208.08,12035424.344
1792208.08,12035426.198
1792208.08,12035426.198
1792208.08,12035426.198
1792208.08,12035426.198
1792208.08,12035426.198
1792208.08,12035426.198
1792209.934,12035426.198
1792209.934,12035426.198
1792209.934,12035428.052
1792209.934,12035428.052
1792209.934,12035428.052
1792209.934,12035428.052
1792209.934,12035428.052
1792209.934,12035428.052
1792211.788,12035428.052
1792211.788,12035428.052
1792211.788,12035428.052
1792211.788,12035429.906
1792211.788,12035429.906
1792211.788,12035429.906
1792211.788,12035429.906
1792211.788,12035429.906
1792213.642,12035429.906
1792213.642,12035429.906
1792213.642,12035429.906
1792213.642,12035431.76
1792213.642,12035431.76
1792213.642,12035431.76
1792213.642,12035431.76
1792213.642,12035431.76
1792213.642,12035431.76
1792215.496,12035431.76
1792215.496,12035431.76
1792215.496,12035433.614
1792215.496,12035433.614
1792215.496,12035433.614
1792215.496,12035433.614
1792215.496,12035433.614
1792215.496,12035433.614
1792217.35,12035433.614
1792217.35,12035433.614
1792217.35,12035433.614
1792217.35,12035435.468
1792217.35,12035435.468
1792217.35,12035435.468
1792217.35,12035435.468
1792217.35,12035435.468
1792219.204,12035435.468
1792219.204,12035435.468
1792219.204,12035435.468
1792219.204,12035437.322
1792219.204,12035437.322
1792219.204,12035437.322
1792219.204,12035437.322
1792219.204,12035437.322
1792219.204,12035437.322
1792221.058,12035437.322
1792221.058,12035437.322
1792221.058,12035439.176
1792221.058,12035439.176
1792221.058,12035439.176
1792221.058,12035439.176
1792221.058,12035439.176
1792221.058,12035439.176
1792222.912,12035439.176
1792222.912,12035439.176
1792222.912,12035439.176
1792222.912,12035441.03
1792222.912,12035441.03
1792222.912,12035441.03
1792222.912,12035441.03
1792222.912,12035441.03
1792224.766,12035441.03
1792224.766,12035441.03
1792224.766,12035441.03
1792224.766,12035442.884
1792224.766,12035442.884
1792224.766,12035442.884
1792224.766,12035442.884
1792224.766,12035442.884
1792224.766,12035442.884
1792226.62,12035442.884
1792226.62,12035442.884
1792226.62,12035444.738
1792226.62,12035444.738
1792226.62,12035444.738
1792226.62,12035444.738
1792226.62,12035444.738
1792226.62,12035444.738
1792228.474,12035444.738
1792228.474,12035444.738
1792228.474,12035444.738
1792228.474,12035446.592
1792228.474,12035446.592
1792228.474,12035446.592
1792228.474,12035446.592
1792228.474,12035446.592
1792230.328,12035446.592
1792230.328,12035446.592
1792230.328,12035446.592
1792230.328,12035448.446
1792230.328,12035448.446
1792230.328,12035448.446
1792230.328,12035448.446
1792230.328,12035448.446
1792230.328,12035448.446
1792232.182,12035448.446
1792232.182,12035448.446
1792232.182,12035450.3
1792232.182,12035450.3
1792232.182,12035450.3
1792232.182,12035450.3
1792232.182,12035450.3
1792232.182,12035450.3
1792234.036,12035450.3
1792234.036,12035450.3
1792234.036,12035450.3
1792234.036,12035452.154
1792234.036,12035452.154
1792234.036,12035452.154
1792234.036,12035452.154
1792234.036,12035452.154
1792235.89,12035452.154
1792235.89,12035452.154
1792235.89,12035452.154
1792235.89,12035454.008
1792235.89,12035454.008
1792235.89,12035454.008
1792235.89,12035454.008
1792235.89,12035454.008
1792235.89,12035454.008
1792237.744,12035454.008
1792237.744,12035454.008
1792237.744,12035455.862
1792237.744,12035455.862
1792237.744,12035455.862
1792237.744,12035455.862
1792237.744,12035455.862
1792237.744,12035455.862
1792239.598,12035455.862
1792239.598,12035455.862
1792239.598,12035455.862
1792239.598,12035457.716
1792239.598,12035457.716
1792239.598,12035457.716
1792239.598,12035457.716
1792239.598,12035457.716
1792241.452,12035457.716
1792241.452,12035457.716
1792241.452,12035457.716
1792241.452,12035459.57
1792241.452,12035459.57
1792241.452,12035459.57
1792241.452,12035459.57
1792241.452,12035459.57
1792241.452,12035459.57
1792243.306,12035459.57
1792243.306,12035459.57
1792243.306,12035461.424
1792243.306,12035461.424
1792243.306,12035461.424
1792243.306,12035461.424
1792243.306,12035461.424
1792243.306,12035461.424
1792245.16,12035461.424
1792245.16,12035461.424
1792245.16,12035461.424
1792245.16,12035463.278
1792245.16,12035463.278
1792245.16,12035463.278
1792245.16,12035463.278
1792245.16,12035463.278
1792247.014,12035463.278
1792247.014,12035463.278
1792247.014,12035463.278
1792247.014,12035465.132
1792247.014,12035465.132
1792247.014,12035465.132
1792247.014,12035465.132
1792247.014,12035465.132
1792247.014,12035465.132
1792248.868,12035465.132
1792248.868,12035465.132
1792248.868,12035466.986
1792248.868,12035466.986
1792248.868,12035466.986
1792248.868,12035466.986
1792248.868,12035466.986
1792248.868,12035466.986
1792250.722,12035466.986
1792250.722,12035466.986
1792250.722,12035466.986
1792250.722,12035468.84
1792250.722,12035468.84
1792250.722,12035468.84
1792250.722,12035468.84
1792250.722,12035468.84
1792252.576,12035468.84
1792252.576,12035468.84
1792252.576,12035468.84
1792252.576,12035470.694
1792252.576,12035470.694
1792252.576,12035470.694
1792252.576,12035470.694
1792252.576,12035470.694
1792252.576,12035470.694
1792254.43,12035470.694
1792254.43,12035470.694
1792254.43,12035472.548
1792254.43,12035472.548
1792254.43,12035472.548
1792254.43,12035472.548
1792254.43,12035472.548
1792254.43,12035472.548
1792256.284,12035472.548
1792256.284,12035472.548
1792256.284,12035472.548
1792256.284,12035474.402
1792256.284,12035474.402
1792256.284,12035474.402
1792256.284,12035474.402
1792256.284,12035474.402
1792258.138,12035474.402
1792258.138,12035474.402
1792258.138,12035474.402
1792258.138,12035476.256
1792258.138,12035476.256
1792258.138,12035476.256
1792258.138,12035476.256
1792258.138,12035476.256
1792258.138,12035476.256
1792259.992,12035476.256
1792259.992,12035476.256
1792259.992,12035478.11
1792259.992,12035478.11
1792259.992,12035478.11
1792259.992,12035478.11
1792259.992,12035478.11
1792259.992,12035478.11
1792261.846,12035478.11
1792261.846,12035478.11
1792261.846,12035478.11
1792261.846,12035479.964
1792261.846,12035479.964
1792261.846,12035479.964
1792261.846,12035479.964
1792261.846,12035479.964
1792263.7,12035479.964
1792263.7,12035479.964
1792263.7,12035479.964
1792263.7,12035481.818
1792263.7,12035481.818
1792263.7,12035481.818
1792263.7,12035481.818
1792263.7,12035481.818
1792263.7,12035481.818
1792265.554,12035481.818
1792265.554,12035481.818
1792265.554,12035483.672
1792265.554,12035483.672
1792265.554,12035483.672
1792265.554,12035483.672
1792265.554,12035483.672
1792265.554,12035483.672
1792267.408,12035483.672
1792267.408,12035483.672
1792267.408,12035483.672
1792267.408,12035485.526
1792267.408,12035485.526
1792267.408,12035485.526
1792267.408,12035485.526
1792267.408,12035485.526
1792269.262,12035485.526
1792269.262,12035485.526
1792269.262,12035485.526
1792269.262,12035487.38
1792269.262,12035487.38
1792269.262,12035487.38
1792269.262,12035487.38
1792269.262,12035487.38
1792269.262,12035487.38
1792271.116,12035487.38
1792271.116,12035487.38
1792271.116,12035489.234
1792271.116,12035489.234
1792271.116,12035489.234
1792271.116,12035489.234
1792271.116,12035489.234
1792271.116,12035489.234
1792272.97,12035489.234
1792272.97,12035489.234
1792272.97,12035489.234
1792272.97,12035491.088
1792272.97,12035491.088
1792272.97,12035491.088
1792272.97,12035491.088
1792272.97,12035491.088
1792274.824,12035491.088
1792274.824,12035491.088
1792274.824,12035491.088
1792274.824,12035492.942
1792274.824,12035492.942
1792274.824,12035492.942
1792274.824,12035492.942
1792274.824,12035492.942
1792274.824,12035492.942
1792276.678,12035492.942
1792276.678,12035492.942
1792276.678,12035494.796
1792276.678,12035494.796
1792276.678,12035494.796
1792276.678,12035494.796
1792276.678,12035494.796
1792276.678,12035494.796
1792278.532,12035494.796
1792278.532,12035494.796
1792278.532,12035494.796
1792278.532,12035496.65
1792278.532,12035496.65
1792278.532,12035496.65
1792278.532,12035496.65
1792278.532,12035496.65
1792280.386,12035496.65
1792280.386,12035496.65
1792280.386,12035496.65
1792280.386,12035498.504
1792280.386,12035498.504
1792280.386,12035498.504
1792280.386,12035498.504
1792280.386,12035498.504
1792280.386,12035498.504
1792282.24,12035498.504
1792282.24,12035498.504
1792282.24,12035500.358
1792282.24,12035500.358
1792282.24,12035500.358
1792282.24,12035500.358
1792282.24,12035500.358
1792282.24,12035500.358
1792284.094,12035500.358
1792284.094,12035500.358
1792284.094,12035500.358
1792284.094,12035502.212
1792284.094,12035502.212
1792284.094,12035502.212
1792284.094,12035502.212
1792284.094,12035502.212
1792285.948,12035502.212
1792285.948,12035502.212
1792285.948,12035502.212
1792285.948,12035504.066
1792285.948,12035504.066
1792285.948,12035504.066
1792285.948,12035504.066
1792285.948,12035504.066
1792285.948,12035504.066
1792287.802,12035504.066
1792287.802,12035504.066
1792287.802,12035505.92
1792287.802,12035505.92
1792287.802,12035505.92
1792287.802,12035505.92
1792287.802,12035505.92
1792287.802,12035505.92
1792289.656,12035505.92
1792289.656,12035505.92
1792289.656,12035505.92
1792289.656,12035507.774
1792289.656,12035507.774
1792289.656,12035507.774
1792289.656,12035507.774
1792289.656,12035507.774
1792291.51,12035507.774
1792291.51,12035507.774
1792291.51,12035507.774
1792291.51,12035509.628
1792291.51,12035509.628
1792291.51,12035509.628
1792291.51,12035509.628
1792291.51,12035509.628
1792291.51,12035509.628
1792293.364,12035509.628
1792293.364,12035509.628
1792293.364,12035511.482
1792293.364,12035511.482
1792293.364,12035511.482
1792293.364,12035511.482
1792293.364,12035511.482
1792293.364,12035511.482
1792295.218,12035511.482
1792295.218,12035511.482
1792295.218,12035511.482
1792295.218,12035513.336
1792295.218,12035513.336
1792295.218,12035513.336
1792295.218,12035513.336
1792295.218,12035513.336
1792297.072,12035513.336
1792297.072,12035513.336
1792297.072,12035513.336
1792297.072,12035515.19
1792297.072,12035515.19
1792297.072,12035515.19
1792297.072,12035515.19
1792297.072,12035515.19
1792297.072,12035515.19
1792298.926,12035515.19
1792298.926,12035515.19
1792298.926,12035517.044
1792298.926,12035517.044
1792298.926,12035517.044
1792298.926,12035517.044
1792298.926,12035517.044
1792298.926,12035517.044
1792300.78,12035517.044
1792300.78,12035517.044
1792300.78,12035517.044
1792300.78,12035518.898
1792300.78,12035518.898
1792300.78,12035518.898
1792300.78,12035518.898
1792300.78,12035518.898
1792302.634,12035518.898
1792302.634,12035518.898
1792302.634,12035518.898
1792302.634,12035520.752
1792302.634,12035520.752
1792302.634,12035520.752
1792302.634,12035520.752
1792302.634,12035520.752
1792302.634,12035520.752
1792304.488,12035520.752
1792304.488,12035520.752
1792304.488,12035522.606
1792304.488,12035522.606
1792304.488,12035522.606
1792304.488,12035522.606
1792304.488,12035522.606
1792304.488,12035522.606
1792306.342,12035522.606
1792306.342,12035522.606
1792306.342,12035522.606
1792306.342,12035524.46
1792306.342,12035524.46
1792306.342,12035524.46
1792306.342,12035524.46
1792306.342,12035524.46
1792308.196,12035524.46
1792308.196,12035524.46
1792308.196,12035524.46
1792308.196,12035526.314
1792308.196,12035526.314
1792308.196,12035526.314
1792308.196,12035526.314
1792308.196,12035526.314
1792308.196,12035526.314
1792310.05,12035526.314
1792310.05,12035526.314
1792310.05,12035528.168
1792310.05,12035528.168
1792310.05,12035528.168
1792310.05,12035528.168
1792310.05,12035528.168
1792310.05,12035528.168
1792311.904,12035528.168
1792311.904,12035528.168
1792311.904,12035528.168
1792311.904,12035530.022
1792311.904,12035530.022
1792311.904,12035530.022
